Location,Area_sqft,BHK,Bathrooms,Floor,Total_Floors,Age_of_Property,Parking,Lift,Actual_Price,Price_per_sqft
Nerul,950.79,2.0,3.0,2.0,5.0,17.2,0,0,12778040.0,13439.392505179903
Panvel,766.09,4.0,4.0,17.0,23.0,11.3,0,0,9178727.0,11981.264603375583
Vashi,269.33,2.0,3.0,4.0,19.0,13.8,1,0,2642638.0,9811.896186833996
Cbd Belapur,1488.06,2.0,2.0,33.0,32.0,10.2,0,0,28219031.0,18963.637890945258
Ghansoli,916.04,2.0,3.0,19.0,21.0,9.4,0,0,11544409.0,12602.516265665256
Nerul,1042.58,1.0,3.0,3.0,19.0,11.9,0,0,11639011.0,11163.662260929617
Panvel,1085.5,3.0,3.0,23.0,2.0,7.2,0,1,11927883.0,10988.376784891754
Belapur,501.1,2.0,3.0,0.0,17.0,8.3,0,0,8578472.0,17119.28158052285
Panvel,1473.95,2.0,4.0,24.0,35.0,7.6,0,1,20808199.0,14117.30316496489
Kharghar,1553.78,1.0,3.0,8.0,1.0,6.6,0,1,18016033.0,11594.970330420008
Panvel,468.88,4.0,2.0,12.0,1.0,12.0,0,1,9426434.0,20104.150315645795
Panvel,727.03,2.0,3.0,5.0,5.0,5.5,1,1,12200980.0,16781.948475303634
Cbd Belapur,881.25,1.0,4.0,33.0,6.0,1.4,1,1,12277905.0,13932.374468085107
Nerul,1396.92,2.0,1.0,0.0,27.0,9.6,0,0,22220818.0,15907.008275348624
Panvel,995.41,2.0,1.0,33.0,13.0,12.0,1,0,12128579.0,12184.505881998373
Belapur,1151.72,1.0,1.0,21.0,2.0,9.7,0,1,12803351.0,11116.721946306394
Belapur,1416.89,2.0,3.0,0.0,1.0,17.5,0,0,25496496.0,17994.6897783173
Vashi,39.76,3.0,1.0,25.0,8.0,9.8,0,0,1096287.0,27572.610663983905
Panvel,986.53,2.0,1.0,8.0,35.0,5.7,1,0,17507086.0,17746.126321551295
Airoli,966.76,2.0,4.0,10.0,37.0,23.8,0,1,18054406.0,18675.16860441061
Belapur,1152.97,1.0,3.0,26.0,19.0,2.5,1,0,15746253.0,13657.122908661977
Belapur,421.55,1.0,3.0,31.0,20.0,9.5,0,0,4943154.0,11726.139248013284
Kharghar,563.5,2.0,3.0,7.0,1.0,6.9,1,1,11336830.0,20118.598047914817
Airoli,421.91,4.0,1.0,33.0,30.0,19.0,1,0,8769851.0,20786.07048896684
Airoli,962.06,4.0,1.0,16.0,9.0,5.3,0,1,15250808.0,15852.24206390454
Ulwe,717.69,2.0,1.0,16.0,3.0,6.5,1,1,8816724.0,12284.863938469254
Panvel,1025.29,2.0,4.0,2.0,5.0,10.3,1,1,10126197.0,9876.42228052551
Ulwe,202.03,1.0,3.0,15.0,20.0,17.1,0,0,3135872.0,15521.813592040786
Kharghar,963.09,3.0,3.0,13.0,20.0,6.4,0,0,15514905.0,16109.506899666698
Belapur,1147.33,2.0,4.0,18.0,35.0,9.1,1,1,18194227.0,15857.884828253424
Ulwe,1272.66,3.0,3.0,33.0,21.0,6.6,1,1,16234345.0,12756.231043640877
Ulwe,557.19,2.0,4.0,15.0,1.0,3.9,0,0,6297712.0,11302.629264703242
Panvel,913.08,4.0,3.0,6.0,20.0,17.3,1,0,18407848.0,20160.169974153414
Kharghar,209.26,4.0,3.0,2.0,20.0,12.7,1,0,2834997.0,13547.725317786486
Kharghar,1326.28,2.0,1.0,18.0,27.0,11.0,0,0,12753190.0,9615.75986971077
Kharghar,1201.26,2.0,3.0,4.0,34.0,15.6,0,0,15291133.0,12729.245125951085
Airoli,911.35,4.0,1.0,33.0,21.0,5.5,0,1,16967074.0,18617.516870576615
Cbd Belapur,1162.8,3.0,4.0,13.0,26.0,10.2,0,1,18424530.0,15844.969040247679
Cbd Belapur,588.52,2.0,1.0,30.0,11.0,9.9,0,0,9475502.0,16100.560728607354
Kharghar,144.2,2.0,4.0,15.0,26.0,2.2,0,1,3321427.0,23033.47434119279
Kharghar,1099.94,4.0,3.0,23.0,29.0,3.6,0,0,20204476.0,18368.707384039128
Ghansoli,62.66,2.0,1.0,1.0,7.0,16.2,0,1,488127.0,7790.089371209703
Ulwe,1723.34,1.0,2.0,12.0,5.0,9.5,0,0,29679481.0,17222.06935369689
Kharghar,888.03,1.0,2.0,6.0,32.0,12.2,0,1,15995864.0,18012.751821447473
Airoli,977.33,4.0,3.0,22.0,11.0,8.8,1,1,16277750.0,16655.326245996745
Vashi,448.48,3.0,3.0,7.0,5.0,8.0,0,1,5322856.0,11868.658580092757
Panvel,1540.62,1.0,3.0,34.0,39.0,16.3,1,1,25432898.0,16508.222663602966
Cbd Belapur,1009.51,2.0,3.0,22.0,8.0,7.0,0,0,12809243.0,12688.57465503066
Belapur,697.6,1.0,2.0,17.0,23.0,12.7,1,0,8256724.0,11835.900229357798
Panvel,601.78,2.0,1.0,30.0,14.0,3.9,0,0,8361475.0,13894.571105719699
Belapur,938.26,3.0,1.0,12.0,30.0,10.4,0,0,16702700.0,17801.7820220408
Ghansoli,218.13,2.0,4.0,29.0,2.0,11.7,1,0,2542487.0,11655.833677164994
Nerul,1628.58,3.0,1.0,28.0,30.0,9.3,0,1,29678682.0,18223.656191283204
Nerul,390.57,2.0,2.0,27.0,36.0,11.4,0,0,3643883.0,9329.654095296619
Kharghar,1178.8,2.0,3.0,6.0,3.0,3.8,0,0,15921238.0,13506.309806582965
Cbd Belapur,1254.67,2.0,2.0,19.0,26.0,13.0,0,0,14811780.0,11805.319326994348
Airoli,1190.99,4.0,4.0,15.0,18.0,3.7,0,1,16854941.0,14152.04241849218
Airoli,553.48,2.0,3.0,4.0,22.0,13.5,0,0,6728996.0,12157.613644576137
Kharghar,496.24,4.0,2.0,3.0,7.0,15.4,1,0,8122461.0,16368.009430920521
Airoli,896.09,3.0,3.0,0.0,11.0,8.2,1,0,12357201.0,13790.133803524199
Vashi,1122.52,2.0,3.0,11.0,9.0,11.2,1,1,11644936.0,10373.922959056408
Kharghar,1275.28,2.0,2.0,28.0,16.0,6.3,0,1,12146733.0,9524.757700269745
Nerul,1514.81,4.0,2.0,7.0,17.0,4.2,0,0,18707981.0,12350.05116153181
Belapur,342.04,2.0,2.0,32.0,20.0,13.6,1,0,3274937.0,9574.719331072389
Nerul,297.81,2.0,3.0,11.0,11.0,15.2,0,1,5559678.0,18668.54034451496
Ghansoli,841.03,1.0,1.0,20.0,15.0,3.7,1,0,13357427.0,15882.224177496642
Airoli,695.26,2.0,1.0,17.0,18.0,12.4,1,1,11983386.0,17235.834076460604
Ghansoli,340.73,2.0,2.0,29.0,6.0,4.8,0,1,6969216.0,20453.778651718367
Ghansoli,1117.07,2.0,4.0,2.0,7.0,13.1,1,0,18687689.0,16729.201392929717
Airoli,1038.22,2.0,4.0,15.0,28.0,15.3,0,0,12520231.0,12059.323650093429
Airoli,993.36,2.0,4.0,28.0,23.0,8.9,0,1,12544699.0,12628.552589192237
Nerul,72.25,1.0,4.0,12.0,6.0,17.6,0,0,1449768.0,20065.993079584776
Nerul,121.42,3.0,2.0,17.0,16.0,7.1,0,0,1271449.0,10471.495634985999
Panvel,1640.28,2.0,3.0,1.0,15.0,8.7,1,1,22982912.0,14011.57851098593
Vashi,252.89,2.0,1.0,15.0,20.0,10.5,1,0,2388234.0,9443.766064296731
Panvel,711.83,2.0,1.0,33.0,10.0,8.2,0,0,9985903.0,14028.49416293216
Nerul,665.48,1.0,3.0,19.0,39.0,8.7,0,0,6244432.0,9383.350363647292
Kharghar,4446.57,1.0,3.0,18.0,35.0,11.2,0,0,46868808.0,10540.440834171059
Cbd Belapur,619.8,2.0,4.0,17.0,33.0,6.1,0,0,6682768.0,10782.136172959019
Vashi,1364.33,3.0,4.0,9.0,16.0,6.4,0,1,19282952.0,14133.642154024321
Belapur,1239.84,2.0,3.0,4.0,20.0,10.7,1,0,13284533.0,10714.715608465609
Ulwe,850.25,2.0,4.0,31.0,33.0,1.0,0,0,12918171.0,15193.379594236989
Kharghar,1811.27,3.0,4.0,21.0,33.0,3.4,1,1,29645160.0,16367.057368586682
Cbd Belapur,1216.38,2.0,1.0,12.0,30.0,7.2,0,0,16621706.0,13664.89583847153
Nerul,1261.93,1.0,3.0,23.0,17.0,5.7,0,0,21606730.0,17121.971900184635
Kharghar,527.56,2.0,3.0,28.0,34.0,3.3,1,1,8880572.0,16833.292895594815
Belapur,1139.04,3.0,4.0,15.0,26.0,9.5,1,0,19359925.0,16996.70336423655
Ghansoli,648.4,3.0,4.0,24.0,37.0,3.9,1,0,10602075.0,16351.133559531154
Cbd Belapur,506.47,2.0,3.0,13.0,26.0,9.2,0,0,7700050.0,15203.368412739155
Nerul,965.97,4.0,2.0,18.0,4.0,6.6,1,0,18778582.0,19440.129610650434
Nerul,693.54,3.0,3.0,5.0,22.0,10.5,0,0,13863590.0,19989.604060328173
Vashi,807.95,2.0,2.0,17.0,6.0,10.5,0,0,13629802.0,16869.61074323906
Ghansoli,1662.65,2.0,1.0,32.0,23.0,2.7,1,1,22250467.0,13382.532102366704
Ghansoli,947.79,2.0,3.0,20.0,14.0,6.6,0,0,15794303.0,16664.34864263181
Kharghar,3953.43,1.0,2.0,5.0,10.0,8.7,1,1,44311418.0,11208.34768795704
Panvel,1369.01,4.0,3.0,5.0,2.0,9.1,0,0,26791014.0,19569.626226251086
Airoli,833.17,2.0,2.0,22.0,20.0,5.6,0,1,11495720.0,13797.568323391386
Vashi,905.79,2.0,1.0,11.0,33.0,15.3,0,0,16363165.0,18065.075790194194
Kharghar,1068.63,1.0,3.0,1.0,26.0,10.8,0,0,19541055.0,18286.081244209876
Cbd Belapur,1243.95,3.0,3.0,10.0,17.0,12.0,1,1,15159271.0,12186.398971019735
Ghansoli,358.58,1.0,2.0,20.0,25.0,5.1,0,0,5313853.0,14819.156115790061
Airoli,1094.99,2.0,4.0,24.0,10.0,11.4,0,1,11942753.0,10906.72334907168
Nerul,1086.84,4.0,2.0,8.0,20.0,19.5,1,1,16765518.0,15425.930219719556
Panvel,934.34,2.0,3.0,9.0,18.0,15.5,0,0,13755717.0,14722.38906607873
Kharghar,1278.39,2.0,2.0,21.0,12.0,1.8,1,0,15626050.0,12223.22608906515
Kharghar,568.42,4.0,3.0,1.0,12.0,9.3,0,1,7778407.0,13684.259878259034
Ghansoli,693.31,2.0,3.0,16.0,17.0,4.2,1,1,6665207.0,9613.602861634767
Panvel,1066.63,2.0,3.0,9.0,28.0,2.1,0,0,13832706.0,12968.607670888685
Kharghar,714.04,4.0,2.0,0.0,27.0,7.2,1,1,10697786.0,14982.05422665397
Vashi,1276.29,4.0,1.0,23.0,13.0,13.2,1,1,25365557.0,19874.446246542713
Nerul,1099.51,2.0,4.0,2.0,9.0,11.4,0,0,21154915.0,19240.311593346127
Kharghar,570.23,2.0,1.0,23.0,33.0,16.6,0,1,7525730.0,13197.709696087542
Kharghar,505.91,3.0,2.0,0.0,12.0,9.7,1,1,5990964.0,11841.956079144511
Panvel,1204.1,2.0,4.0,18.0,5.0,5.8,1,0,17066737.0,14173.853500539823
Panvel,852.92,4.0,3.0,11.0,16.0,3.3,0,1,10180122.0,11935.61178070628
Ulwe,786.28,2.0,2.0,5.0,18.0,14.0,0,0,11741498.0,14932.972986722289
Vashi,1186.17,1.0,1.0,31.0,33.0,7.1,0,1,21001891.0,17705.63325661583
Panvel,429.56,2.0,1.0,1.0,10.0,5.4,0,0,6879161.0,16014.435701648197
Ulwe,1391.29,2.0,3.0,0.0,35.0,16.7,0,1,13294502.0,9555.521853819118
Ulwe,1280.56,2.0,3.0,8.0,22.0,6.9,1,0,13935494.0,10882.34366214781
Ulwe,1171.2,2.0,3.0,31.0,19.0,21.5,1,0,16910188.0,14438.343579234972
Nerul,1481.57,3.0,2.0,19.0,2.0,10.3,1,0,24519038.0,16549.36182563092
Belapur,106.32,3.0,4.0,16.0,31.0,0.1,0,0,1420028.0,13356.170052671183
Panvel,956.45,2.0,3.0,11.0,2.0,9.4,1,0,9879881.0,10329.741230592294
Cbd Belapur,1267.53,1.0,3.0,16.0,38.0,6.2,0,1,15422742.0,12167.555797495917
Cbd Belapur,790.04,2.0,3.0,4.0,29.0,3.5,0,0,13393597.0,16953.061870285048
Kharghar,1037.51,4.0,2.0,27.0,8.0,15.8,1,1,15755255.0,15185.641584177501
Kharghar,1488.37,2.0,1.0,31.0,29.0,7.0,1,1,26181743.0,17590.88331530466
Ghansoli,1450.91,4.0,1.0,20.0,26.0,9.0,1,0,17711525.0,12207.183767428716
Nerul,199.93,2.0,4.0,16.0,13.0,8.7,1,1,3086381.0,15437.308057820237
Panvel,1336.7,2.0,2.0,8.0,6.0,10.0,0,1,21072964.0,15764.916585621306
Cbd Belapur,1284.59,2.0,3.0,4.0,23.0,1.6,0,0,22589095.0,17584.672930662702
Ulwe,241.9,3.0,3.0,14.0,22.0,1.8,0,1,5016522.0,20737.99917321207
Panvel,1039.52,1.0,1.0,27.0,23.0,7.9,1,0,15138618.0,14563.084885331691
Nerul,1991.66,3.0,3.0,29.0,13.0,13.2,1,1,38035911.0,19097.592460560536
Kharghar,1030.01,3.0,1.0,23.0,3.0,0.9,1,0,13727594.0,13327.631770565335
Belapur,819.33,3.0,3.0,3.0,28.0,8.7,0,0,13016446.0,15886.695226587577
Panvel,1191.49,4.0,2.0,4.0,37.0,16.4,1,0,17879415.0,15005.929550394883
Airoli,376.67,3.0,3.0,10.0,37.0,8.7,0,1,5660168.0,15026.861709188413
Nerul,163.46,2.0,4.0,31.0,34.0,20.3,1,1,2592735.0,15861.586932582893
Panvel,351.02,1.0,2.0,0.0,10.0,16.2,1,1,5618288.0,16005.606518147115
Nerul,1267.46,2.0,3.0,2.0,12.0,6.2,0,0,16152127.0,12743.69763148344
Belapur,1470.38,2.0,4.0,16.0,11.0,4.5,1,1,28881055.0,19641.898692854906
Cbd Belapur,1462.66,4.0,3.0,29.0,16.0,11.3,0,0,25094762.0,17156.93462595545
Kharghar,942.9,2.0,1.0,11.0,7.0,3.2,0,1,14887036.0,15788.562944108602
Belapur,912.07,2.0,1.0,22.0,36.0,4.9,1,0,16943352.0,18576.81099038451
Kharghar,1213.57,2.0,1.0,0.0,33.0,14.5,0,0,13123626.0,10814.06593768798
Belapur,899.39,3.0,4.0,6.0,21.0,2.5,1,0,11489611.0,12774.892983021826
Cbd Belapur,1566.84,1.0,3.0,12.0,24.0,20.0,1,1,23923652.0,15268.726864261827
Vashi,804.36,2.0,4.0,6.0,6.0,13.8,0,0,10624904.0,13209.140185986374
Vashi,750.22,2.0,2.0,1.0,12.0,12.0,0,0,10637399.0,14179.03948175202
Ulwe,1175.52,2.0,4.0,19.0,21.0,4.5,0,0,15114401.0,12857.629814890432
Cbd Belapur,1062.39,2.0,4.0,14.0,35.0,1.6,0,1,17991139.0,16934.589934016698
Vashi,451.7,2.0,2.0,30.0,3.0,11.1,1,0,5230012.0,11578.507859198584
Ghansoli,618.64,1.0,4.0,16.0,11.0,2.0,0,0,6632315.0,10720.798849088324
Belapur,1403.45,2.0,1.0,19.0,20.0,1.6,1,0,23196274.0,16528.03733656347
Belapur,835.21,2.0,3.0,0.0,18.0,9.8,1,0,8977120.0,10748.33874115492
Belapur,1826.18,3.0,1.0,15.0,24.0,2.1,1,0,19388528.0,10616.986277365868
Vashi,1099.06,2.0,3.0,9.0,29.0,9.0,0,1,15256295.0,13881.221225410807
Ghansoli,573.18,4.0,2.0,13.0,21.0,4.7,1,0,11055753.0,19288.448654872816
Kharghar,1539.07,3.0,3.0,27.0,19.0,4.4,1,0,22868072.0,14858.3703145406
Panvel,1436.83,4.0,2.0,17.0,11.0,9.8,1,0,15239115.0,10606.066827669245
Ulwe,1416.61,4.0,4.0,12.0,21.0,13.3,0,1,17684404.0,12483.608050204362
Belapur,862.12,1.0,4.0,12.0,25.0,6.1,1,0,8172481.0,9479.516772607061
Ulwe,1291.34,1.0,2.0,27.0,32.0,5.0,0,0,21104028.0,16342.735453095236
Nerul,647.46,2.0,3.0,0.0,21.0,0.5,0,0,6007873.0,9279.141568591109
Kharghar,950.72,2.0,3.0,29.0,13.0,8.7,1,0,9552924.0,10048.094076068663
Ulwe,426.47,4.0,3.0,3.0,20.0,10.1,1,0,7304328.0,17127.413417121952
Vashi,1371.44,3.0,2.0,9.0,22.0,3.7,0,0,25384893.0,18509.66356530362
Panvel,760.33,1.0,4.0,8.0,21.0,3.4,0,0,14600453.0,19202.784317335892
Panvel,756.84,1.0,1.0,4.0,33.0,7.5,0,1,9573136.0,12648.824057925056
Cbd Belapur,1072.45,1.0,4.0,17.0,20.0,6.6,0,1,16379930.0,15273.374050072263
Cbd Belapur,1041.83,2.0,2.0,13.0,16.0,5.7,0,0,17227770.0,16536.06634479714
Vashi,625.66,4.0,4.0,2.0,16.0,0.5,0,0,12825146.0,20498.587092030815
Kharghar,1185.42,2.0,2.0,10.0,10.0,8.3,0,1,13603711.0,11475.857501982418
Kharghar,1175.71,2.0,3.0,20.0,39.0,5.0,0,0,12102117.0,10293.45416811969
Cbd Belapur,1260.77,4.0,4.0,3.0,11.0,8.2,0,0,16321059.0,12945.310405545817
Belapur,871.56,3.0,3.0,7.0,18.0,6.8,0,0,16909643.0,19401.582220386434
Ghansoli,996.63,2.0,2.0,26.0,20.0,14.4,0,0,9669205.0,9701.900404362703
Ghansoli,856.03,2.0,3.0,4.0,10.0,2.6,0,0,10843746.0,12667.483616228403
Vashi,516.32,2.0,2.0,1.0,20.0,20.7,0,1,8096521.0,15681.207390765416
Belapur,101.97,4.0,2.0,18.0,7.0,3.6,0,0,1106124.0,10847.54339511621
Panvel,756.84,1.0,1.0,4.0,33.0,7.5,0,1,9573136.0,12648.824057925056
Ulwe,478.47,2.0,2.0,1.0,2.0,16.1,0,0,5214244.0,10897.74489518674
Nerul,89.05,2.0,2.0,2.0,4.0,13.3,0,1,722334.0,8111.555306007861
Ghansoli,1055.3,1.0,1.0,13.0,37.0,3.7,0,1,16467235.0,15604.316308158817
Kharghar,1592.24,2.0,3.0,5.0,37.0,14.6,0,0,26202978.0,16456.67612922675
Kharghar,916.73,1.0,3.0,16.0,9.0,16.3,0,1,12731471.0,13887.91792567059
Ghansoli,551.23,1.0,3.0,0.0,7.0,12.1,0,0,5153386.0,9348.885220325454
Vashi,1350.65,1.0,2.0,27.0,25.0,16.4,0,1,23394938.0,17321.243845555844
Kharghar,1221.21,3.0,3.0,24.0,13.0,12.0,0,1,19046526.0,15596.437959073377
Airoli,735.53,3.0,3.0,5.0,36.0,6.4,1,0,14543115.0,19772.293448261797
Cbd Belapur,800.54,1.0,3.0,33.0,26.0,5.0,0,0,14064927.0,17569.299472855822
Ghansoli,431.27,2.0,4.0,22.0,20.0,4.1,1,1,5749570.0,13331.717949312497
Cbd Belapur,1393.27,3.0,1.0,31.0,9.0,1.8,0,0,17469464.0,12538.462753091648
Kharghar,240.41,3.0,1.0,9.0,39.0,3.9,1,0,2273678.0,9457.501767813319
Ulwe,1139.22,3.0,3.0,34.0,33.0,13.6,0,1,20009495.0,17564.20621126736
Ulwe,1295.55,4.0,4.0,27.0,39.0,5.7,1,0,19449701.0,15012.69808189572
Airoli,1254.1,2.0,4.0,23.0,6.0,11.2,0,1,17330323.0,13818.93230204928
Belapur,389.83,2.0,3.0,2.0,25.0,9.2,0,1,6674293.0,17121.034810045407
Cbd Belapur,1596.82,4.0,3.0,28.0,33.0,3.4,1,0,26631475.0,16677.81904034268
Panvel,971.62,1.0,3.0,22.0,3.0,8.8,0,0,14654454.0,15082.495214178383
Nerul,884.67,2.0,3.0,17.0,30.0,11.2,0,1,12994821.0,14688.890772830548
Kharghar,1214.44,2.0,4.0,28.0,14.0,5.6,0,0,13287011.0,10940.854220875464
Nerul,1261.04,2.0,3.0,16.0,34.0,0.8,1,0,16863828.0,13372.952483664278
Kharghar,1689.58,2.0,4.0,30.0,12.0,14.8,0,1,14896763.0,8816.843831011258
Vashi,741.44,3.0,1.0,9.0,17.0,14.9,0,0,11224674.0,15139.018666378937
Kharghar,1614.52,4.0,1.0,16.0,14.0,5.2,0,1,26686927.0,16529.325743874342
Ghansoli,1133.35,3.0,3.0,5.0,16.0,3.7,1,0,17301786.0,15266.057263863768
Panvel,1222.81,2.0,2.0,1.0,38.0,1.1,0,0,15982081.0,13069.962627063895
Nerul,788.3,2.0,2.0,9.0,11.0,9.6,0,1,11008428.0,13964.769757706457
Panvel,1689.24,3.0,3.0,2.0,25.0,11.2,0,0,34329388.0,20322.38639861713
Ulwe,613.64,2.0,1.0,0.0,30.0,8.0,1,1,6479935.0,10559.831497294832
Nerul,919.83,1.0,3.0,5.0,34.0,18.0,1,0,13777029.0,14977.799158540165
Panvel,709.12,3.0,2.0,7.0,26.0,10.8,0,0,12015648.0,16944.449458483756
Vashi,1079.85,1.0,2.0,0.0,39.0,0.8,1,0,13335758.0,12349.639301754874
Nerul,808.69,2.0,4.0,6.0,39.0,6.6,1,0,14108843.0,17446.540701628557
Kharghar,688.61,2.0,1.0,32.0,29.0,5.7,1,0,9479402.0,13765.995265825359
Ulwe,647.47,1.0,3.0,33.0,1.0,9.0,0,1,12120234.0,18719.375415077146
Airoli,1464.65,3.0,4.0,9.0,33.0,4.3,1,0,16961677.0,11580.703239681834
Panvel,1528.79,1.0,3.0,34.0,25.0,9.2,0,1,19486001.0,12746.028558533219
Belapur,580.87,1.0,3.0,16.0,37.0,17.0,0,1,5712448.0,9834.296830616144
Kharghar,1212.88,2.0,1.0,9.0,23.0,7.2,1,0,14430098.0,11897.383088186794
Belapur,749.45,2.0,3.0,30.0,14.0,0.5,0,1,8858805.0,11820.408299419574
Panvel,578.43,4.0,3.0,18.0,17.0,5.0,0,0,7432551.0,12849.525439551891
Nerul,1247.14,2.0,3.0,29.0,6.0,8.7,1,0,17177921.0,13773.851371938996
Ulwe,908.3,2.0,2.0,20.0,3.0,3.3,0,1,9349732.0,10293.660684795774
Kharghar,2083.69,4.0,1.0,0.0,36.0,22.5,1,1,43570052.0,20910.04516026856
Vashi,1641.02,3.0,3.0,24.0,22.0,10.6,0,1,20300811.0,12370.849227919221
Ulwe,725.23,2.0,3.0,20.0,37.0,0.6,0,0,6346760.0,8751.37542572701
Ghansoli,1422.7,4.0,3.0,32.0,2.0,6.3,0,0,18845596.0,13246.359738525338
Kharghar,69.5,2.0,3.0,31.0,23.0,4.0,1,0,1206863.0,17364.93525179856
Panvel,1105.27,2.0,2.0,5.0,1.0,12.3,0,0,18779894.0,16991.227482877486
Cbd Belapur,997.82,1.0,4.0,16.0,14.0,8.0,0,0,12008770.0,12035.006313764005
Ulwe,410.8,3.0,3.0,27.0,3.0,4.4,0,0,8362457.0,20356.516553067184
Kharghar,1170.32,2.0,2.0,0.0,24.0,10.7,0,1,20073861.0,17152.454884134255
Belapur,799.63,2.0,3.0,6.0,32.0,2.1,0,0,13965332.0,17464.742443380062
Belapur,533.18,1.0,3.0,2.0,9.0,5.1,1,1,6154819.0,11543.604411268241
Ulwe,1067.34,2.0,3.0,34.0,22.0,19.0,0,0,11180701.0,10475.294657747298
Panvel,320.8,4.0,3.0,16.0,39.0,1.7,0,1,4984968.0,15539.177057356608
Cbd Belapur,1095.2,1.0,3.0,8.0,1.0,2.3,0,1,11588872.0,10581.512052593132
Cbd Belapur,1073.62,2.0,3.0,21.0,35.0,4.1,0,0,16663663.0,15521.006501369202
Nerul,933.87,4.0,4.0,27.0,33.0,12.5,1,0,10186468.0,10907.800871641663
Kharghar,66.65,2.0,3.0,24.0,28.0,19.1,1,1,819619.0,12297.359339834959
Vashi,6165.5,4.0,3.0,29.0,10.0,4.6,0,0,119274610.0,19345.488605952476
Panvel,927.81,4.0,1.0,6.0,29.0,9.6,0,1,20037781.0,21596.85819294899
Airoli,695.25,2.0,1.0,20.0,4.0,9.2,1,0,13619723.0,19589.6770945703
Panvel,2284.95,4.0,1.0,23.0,38.0,11.3,0,0,43766218.0,19154.125035558765
Nerul,1287.59,2.0,1.0,13.0,24.0,2.7,1,1,17135290.0,13308.032836539582
Panvel,686.89,2.0,3.0,31.0,2.0,3.1,0,0,12864958.0,18729.284164859004
Kharghar,623.58,3.0,4.0,10.0,37.0,9.3,0,1,12527225.0,20089.202668462745
Kharghar,890.42,2.0,3.0,27.0,20.0,11.1,1,0,8596330.0,9654.24181846769
Kharghar,1491.23,3.0,3.0,15.0,27.0,11.3,1,0,19345205.0,12972.650094217524
Ulwe,1333.14,1.0,3.0,7.0,28.0,3.3,1,1,20512063.0,15386.27826034775
Panvel,797.6,2.0,3.0,31.0,14.0,11.3,0,0,14497788.0,18176.765295887664
Airoli,943.63,2.0,2.0,7.0,13.0,13.5,1,1,11221450.0,11891.790214384875
Panvel,1234.99,1.0,4.0,0.0,21.0,14.2,0,0,15134542.0,12254.78910760411
Kharghar,1189.36,3.0,3.0,9.0,39.0,4.1,1,0,24182851.0,20332.65874083541
Cbd Belapur,952.57,2.0,4.0,31.0,9.0,5.4,0,0,9667554.0,10148.91713994772
Kharghar,988.45,2.0,3.0,30.0,13.0,5.2,0,1,10420959.0,10542.727502655673
Nerul,1099.51,2.0,4.0,2.0,9.0,11.4,0,0,21154915.0,19240.311593346127
Cbd Belapur,1103.27,2.0,2.0,9.0,39.0,11.0,1,0,11038931.0,10005.647756215614
Cbd Belapur,1110.91,2.0,2.0,26.0,39.0,15.9,0,0,12974312.0,11678.994698040344
Airoli,415.77,2.0,1.0,10.0,22.0,4.0,0,0,6623404.0,15930.451932558868
Panvel,316.56,1.0,1.0,0.0,25.0,10.5,1,0,5978236.0,18885.001263583523
Vashi,1320.39,1.0,3.0,6.0,11.0,7.5,1,0,24082001.0,18238.551488575344
Belapur,281.3,2.0,1.0,13.0,26.0,8.6,0,1,3117425.0,11082.207607536437
Panvel,803.9,2.0,2.0,12.0,37.0,2.0,0,0,12801070.0,15923.709416594103
Nerul,349.69,3.0,3.0,29.0,27.0,9.0,1,0,3321441.0,9498.244159112357
Kharghar,1098.08,1.0,1.0,13.0,21.0,11.5,0,0,12936838.0,11781.325586478217
Belapur,794.66,2.0,1.0,31.0,30.0,6.2,0,0,8403932.0,10575.506505927064
Kharghar,1053.98,3.0,4.0,22.0,19.0,8.3,0,0,14892173.0,14129.464505967855
Panvel,709.12,3.0,2.0,7.0,26.0,10.8,0,0,12015648.0,16944.449458483756
Airoli,885.97,1.0,3.0,16.0,11.0,6.5,1,0,8762405.0,9890.1825118232
Kharghar,1052.71,1.0,3.0,34.0,16.0,6.6,1,1,14502067.0,13775.93734266797
Panvel,861.55,2.0,4.0,31.0,8.0,3.0,0,0,15006598.0,17418.139399918753
Cbd Belapur,727.77,4.0,1.0,7.0,11.0,0.2,0,0,14008248.0,19248.180056886104
Kharghar,888.25,4.0,4.0,5.0,32.0,2.8,1,0,10809966.0,12169.9589079651
Nerul,1258.19,2.0,2.0,22.0,16.0,21.2,0,1,14068211.0,11181.308864320968
Kharghar,724.54,2.0,3.0,8.0,12.0,5.5,1,0,7005697.0,9669.165263477516
Belapur,573.59,2.0,4.0,3.0,36.0,9.5,1,1,7815008.0,13624.728464582715
Belapur,756.48,4.0,2.0,33.0,37.0,6.0,1,0,9936961.0,13135.78812394247
Nerul,929.97,4.0,3.0,16.0,13.0,6.7,0,1,16289725.0,17516.398378442314
Kharghar,1045.76,2.0,1.0,23.0,35.0,11.0,1,1,18426395.0,17620.099257955935
Ulwe,939.39,2.0,1.0,11.0,5.0,8.4,0,1,10121401.0,10774.439796037854
Panvel,1048.83,3.0,1.0,32.0,15.0,8.5,0,0,16154977.0,15402.855562865288
Vashi,1108.55,2.0,2.0,18.0,35.0,9.0,0,0,17058461.0,15388.084434621804
Vashi,8028.61,2.0,2.0,7.0,12.0,14.5,0,1,111541627.0,13893.018467704871
